Inclination,In Flow Rate,Thruster Force,Weight on Bit,Torque on Bit,Drilling Speed,diff_Distance,diff_Depth,Internal Pressure,Annular Pressure,Fluid Loss,Distance,Depth,time_dt
88.79,0.14819020104848002,-1.66,-2.333333333333331,-0.123529411764706,0.0,0.0,0.0,1.0,62.78,0.1326279075271475,16.99999999999946,0.0,2021-05-01 07:57:00
88.79,0.29638040209696004,-1.535,-2.333333333333331,-0.123529411764706,0.0,0.0,0.0,1.0,62.78,0.265255815054295,16.99999999999946,0.0,2021-05-01 07:57:10
88.79,0.44457060314544006,-1.41,-2.333333333333331,-0.123529411764706,0.0,0.0,0.0,1.0,62.78,0.3978837225814425,16.99999999999946,0.0,2021-05-01 07:57:20
88.79,0.5927608041939201,-1.56,-2.333333333333331,-0.123529411764706,0.0,0.0,0.0,1.0,62.78,0.53051163010859,16.99999999999946,0.0,2021-05-01 07:57:30
81.5,0.58136154165304,37.58,0.7058823529411775,-1.2073675392798576e-16,0.0,0.0,0.0,55.0,42.0,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:25:10
81.49,0.5927608041939201,37.205,0.7098930481283433,-1.609823385706477e-16,0.0,0.0,0.0,106.0,41.0,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:25:20
81.49,0.5927608041939201,36.83,0.7152406417112311,-1.609823385706477e-16,0.0,0.0,0.0,106.0,41.0,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:25:30
81.49,0.5927608041939201,37.03,0.7205882352941189,-1.609823385706477e-16,0.0,0.0,0.0,106.0,41.0,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:25:40
81.49,0.5927608041939201,36.89,0.7259358288770066,-1.609823385706477e-16,0.0,0.0,0.0,106.0,41.0,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:25:50
81.49,0.58136154165304,36.78,0.7312834224598944,-0.017647058823529592,0.0,0.0,0.0,106.0,41.0,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:26:00
81.49,0.58136154165304,36.835,0.7366310160427821,-0.01764705882352959,0.0,0.0,0.0,106.0,41.0,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:26:10
81.5,0.58136154165304,36.89,0.74197860962567,-0.011764705882353113,0.0,0.0,0.0,113.0,39.0,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:26:20
81.5,0.5927608041939201,36.78,0.7473262032085577,-0.005882352941176689,0.0,0.0,0.0,113.0,39.0,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:26:30
81.495,0.5927608041939201,36.83,0.7526737967914454,0.01764705882352919,0.0,0.0,0.0,85.25,42.5,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:26:40
81.49,0.58136154165304,36.78,0.7580213903743332,0.029411764705882144,0.0,0.0,0.0,57.5,46.0,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:26:50
81.49,0.58136154165304,36.78,0.763368983957221,0.0470588235294116,0.0,0.0,0.0,29.75,46.0,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:27:00
81.49,0.58136154165304,36.78,0.7687165775401087,0.0470588235294116,0.0,0.0,0.0,2.0,45.5,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:27:10
81.49,0.58136154165304,36.78,0.7740641711229965,0.0470588235294116,0.0,0.0,0.0,6.0,45.0,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:27:20
81.49,0.5927608041939201,36.78,0.7794117647058842,0.0470588235294116,0.0,0.0,0.0,3.5,44.57142857142857,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:27:30
81.49,0.58136154165304,36.83,0.784759358288772,0.0470588235294116,0.0,0.0,0.0,1.0,44.142857142857146,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:27:40
81.49,0.5927608041939201,36.78,0.7901069518716598,0.0470588235294116,0.0,0.0,0.0,1.0,43.714285714285715,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:27:50
81.49,0.5927608041939201,36.49,0.7954545454545475,0.02352941176470572,0.0,0.0,0.0,1.0,43.285714285714285,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:28:00
81.49,0.58136154165304,36.37,0.8008021390374354,-1.609823385706477e-16,0.0,0.0,0.0,1.0,42.857142857142854,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:28:10
81.49,0.5927608041939201,36.41,0.8061497326203231,-1.609823385706477e-16,0.0,0.0,0.0,1.0,42.42857142857143,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:28:20
81.49,0.58136154165304,37.825,0.8114973262032108,0.005882352941176294,0.7799999999999999,0.0,0.0,117.0,42.0,0.5203094687817765,16.99999999999946,0.0,2021-05-01 09:28:30
81.51,0.5927608041939201,39.24,0.8168449197860986,0.023529411764705663,1.5599999999999998,0.0,0.0,114.0,43.0,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:28:40
81.51,0.5927608041939201,38.64,0.8221925133689864,0.005882352941176295,2.1599999999999997,0.0,0.0,114.0,43.0,0.53051163010859,16.99999999999946,0.0,2021-05-01 09:28:50
81.51,0.5927608041939201,39.04,0.8235294117647083,-1.609823385706477e-16,1.8599999999999999,6.000000000002004,0.8858207582854135,114.0,43.0,0.53051163010859,17.999999999999794,0.8858207582854135,2021-05-01 09:29:00
81.51,0.5927608041939201,39.24,0.8235294117647083,-1.609823385706477e-16,1.8599999999999999,0.0,0.0,114.0,43.0,0.53051163010859,17.999999999999794,0.8858207582854135,2021-05-01 09:29:10
81.51,0.58136154165304,39.95,0.7941176470588256,-1.609823385706477e-16,2.1599999999999997,0.0,0.0,114.0,43.0,0.5203094687817765,17.999999999999794,0.8858207582854135,2021-05-01 09:29:20
81.51,0.58706117292348,39.975,0.6470588235294128,-1.609823385706477e-16,2.0100000000000002,3.0000000000036664,0.44291037914310016,114.0,43.0,0.5254105494451833,18.500000000000405,1.3287311374285138,2021-05-01 09:29:30
81.51,0.5927608041939201,40.0,0.41176470588235414,0.017647058823529207,1.8599999999999999,2.9999999999983373,0.44291037914231335,114.0,43.0,0.53051163010859,19.000000000000128,1.7716415165708272,2021-05-01 09:29:40
81.67,0.5927608041939201,40.0,0.17647058823529543,0.005882352941176295,1.8599999999999999,0.0,0.0,117.5,45.0,0.53051163010859,19.000000000000128,1.7716415165708272,2021-05-01 09:29:50
81.83,0.5927608041939201,39.9,-0.05882352941176333,-1.609823385706477e-16,1.8599999999999999,2.9999999999983373,0.4263320056656833,121.0,47.0,0.53051163010859,19.49999999999985,2.1979735222365107,2021-05-01 09:30:00
81.83,0.5927608041939201,39.8,-0.29411764705882204,0.01176470588235278,1.8599999999999999,2.9999999999983373,0.4263320056656833,121.0,47.0,0.11789147335746446,19.999999999999574,2.624305527902194,2021-05-01 09:30:10
81.94,0.5927608041939201,39.6,-0.5294117647058805,0.0470588235294116,2.1599999999999997,0.0,0.0,115.0,41.0,0.53051163010859,19.999999999999574,2.624305527902194,2021-05-01 09:30:20
81.97666666666666,0.5927608041939201,38.94,-0.4999999999999982,0.0470588235294116,1.8599999999999999,6.000000000002004,0.8374582178081248,119.33333333333333,39.666666666666664,0.23578294671492891,20.999999999999908,3.4617637457103188,2021-05-01 09:30:30
82.01333333333334,0.58136154165304,39.24,-0.38235294117646923,0.06470588235294095,2.1599999999999997,0.0,0.0,123.66666666666667,38.333333333333336,0.5203094687817765,20.999999999999908,3.4617637457103188,2021-05-01 09:30:40
82.05,0.5927608041939201,38.54,-0.470588235294116,0.0705882352941174,2.1599999999999997,0.0,0.0,128.0,37.0,0.41262015675112557,20.999999999999908,3.4617637457103188,2021-05-01 09:30:50
82.15,0.5927608041939201,39.04,-0.4999999999999982,0.0705882352941174,0.0,6.000000000002004,0.8194806674497146,107.0,40.0,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:31:00
82.18,0.58136154165304,38.79,-0.588235294117645,0.0705882352941174,0.0,0.0,0.0,113.0,44.0,0.057812163197975164,22.00000000000024,4.281244413160033,2021-05-01 09:31:10
82.18,0.58706117292348,38.54,-0.7647058823529385,0.0705882352941174,0.0,0.0,0.0,113.0,44.0,0.1751368498150611,22.00000000000024,4.281244413160033,2021-05-01 09:31:20
82.19,0.5927608041939201,38.59,-0.823529411764703,0.0705882352941174,0.0,0.0,0.0,116.0,43.666666666666664,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:31:30
82.2,0.5927608041939201,38.59,-0.823529411764703,0.0705882352941174,0.0,0.0,0.0,119.0,43.333333333333336,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:31:40
82.21,0.5927608041939201,38.39,-0.823529411764703,0.0705882352941174,0.0,0.0,0.0,122.0,43.0,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:31:50
82.21,0.5927608041939201,38.39,-0.6470588235294095,0.0705882352941174,0.0,0.0,0.0,122.0,43.0,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:32:00
82.21,0.5927608041939201,38.32,-0.588235294117645,0.0705882352941174,0.0,0.0,0.0,122.0,43.0,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:32:10
82.21,0.5927608041939201,38.25,-0.235294117647058,0.0705882352941174,0.0,0.0,0.0,122.0,43.0,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:32:20
82.21,0.5927608041939201,38.24,-0.235294117647058,0.0705882352941174,0.0,0.0,0.0,122.0,43.0,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:32:30
82.21,0.58136154165304,38.29,-0.235294117647058,0.0705882352941174,0.0,0.0,0.0,122.0,43.0,0.4046851423858262,22.00000000000024,4.281244413160033,2021-05-01 09:32:40
82.21,0.5927608041939201,38.265,-0.235294117647058,0.0705882352941174,0.0,0.0,0.0,110.0,39.0,0.3536744200723934,22.00000000000024,4.281244413160033,2021-05-01 09:32:50
82.21,0.29638040209696004,38.24,-0.12669683257918457,0.0705882352941174,0.0,0.0,0.0,88.5,40.0,0.029472868339366114,22.00000000000024,4.281244413160033,2021-05-01 09:33:00
82.21166666666666,0.58136154165304,38.24,0.16289592760181112,0.0470588235294116,0.0,0.0,0.0,70.5,41.166666666666664,0.057812163197975164,22.00000000000024,4.281244413160033,2021-05-01 09:33:20
82.21333333333332,0.58136154165304,38.14,0.307692307692309,0.0470588235294116,0.0,0.0,0.0,74.0,41.333333333333336,0.057812163197975164,22.00000000000024,4.281244413160033,2021-05-01 09:33:30
82.215,0.5927608041939201,38.25,0.4524886877828069,0.0470588235294116,0.0,0.0,0.0,77.5,41.5,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:33:40
82.21666666666667,0.5927608041939201,38.09,0.5972850678733047,0.0705882352941174,0.0,0.0,0.0,81.0,41.666666666666664,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:33:50
82.21833333333333,0.56996230939544,38.095,0.7420814479638025,0.0705882352941174,0.0,0.0,0.0,84.5,41.833333333333336,0.05667859272866935,22.00000000000024,4.281244413160033,2021-05-01 09:34:00
82.22,0.5471638145969601,38.1,0.8868778280543005,0.0705882352941174,0.0,0.0,0.0,88.0,42.0,0.054411448778606486,22.00000000000024,4.281244413160033,2021-05-01 09:34:10
82.22,0.5927608041939201,37.43,1.0316742081447983,0.05294117647058805,0.0,0.0,0.0,88.0,42.0,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:34:20
82.24,0.5927608041939201,40.0,1.1764705882352962,0.0470588235294116,1.8599999999999999,0.0,0.0,96.33333333333333,43.666666666666664,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:34:30
82.26,0.5927608041939201,39.7,1.321266968325794,0.0941176470588232,1.8599999999999999,0.0,0.0,104.66666666666667,45.333333333333336,0.05894573667873223,22.00000000000024,4.281244413160033,2021-05-01 09:34:40
82.28,0.5927608041939201,39.47,1.466063348416292,0.0941176470588232,2.0100000000000002,2.9999999999983373,0.4029962869248811,113.0,47.0,0.1768372100361967,22.499999999999964,4.684240700084914,2021-05-01 09:34:50
